,publisher,genres,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
88493,Ubisoft,Action,Brothers in Arms: Earned in Blood™,19800.0,Gearbox Software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88494,Ubisoft,Strategy,Heroes of Might &amp; Magic V: Tribes of the East,15370.0,Nival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
88495,Ubisoft,Strategy,The Settlers®: Rise Of An Empire Gold Edition,19930.0,Blue Byte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88496,Ubisoft,Casual,Brain Spa,15350.0,Ubisoft,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88497,Ubisoft,Action,The Sum of All Fears,19810.0,Red Storm Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
88498,"PopCap Games, Inc.",Casual,Peggle™ Nights,3540.0,"PopCap Games, Inc.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88499,2D BOY,Indie,World of Goo,22000.0,2D BOY,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88500,Egosoft,"Action, Simulation, Strategy",X3: Terran Conflict,2820.0,Egosoft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2008
88501,Tripwire Interactive,Action,Mare Nostrum,1230.0,Sandstorm Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88502,Shorebound Studios,"Casual, Indie",Spectraball,18300.0,Shorebound Studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88503,Perpetual FX Creative,"Indie, Casual, Sports",Galactic Bowling,20200.0,Perpetual FX Creative,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2008
88504,Rockstar Games,"Action, Adventure",Bully: Scholarship Edition,12200.0,Rockstar New England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88505,Ubisoft,Action,Far Cry® 2: Fortune's Edition,19900.0,Ubisoft Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88506,Meridian4,"Action, Indie, Strategy",Space Trader: Merchant Marine,11240.0,Meridian4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008
88507,Dovetail Games,Simulation,PRR Wagon Pack 01,256522.0,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88508,Dovetail Games,Simulation,"Class 421 London South East ""Jaffa Cake""",275144.0,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88509,Dovetail Games,Simulation,ATSF Wagon Pack 01,256521.0,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88510,Dovetail Games,Simulation,GP20 Union Pacific Add-on Livery,222569.0,Reppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88511,Dovetail Games,Simulation,UK Van Wagon Pack,256535.0,RailSimulator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88512,Dovetail Games,Simulation,CSX SD70MAC Add-on Livery,256611.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88513,Dovetail Games,Simulation,CSX ES44AC Add-on Livery,256576.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88514,Deep Silver,Action,Saints Row 2,9480.0,Volition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88515,Electronic Arts,Action,Dead Space,17470.0,EA Redwood Shores,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88516,Codemasters,RPG,Rise of the Argonauts,12770.0,Liquid Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
88517,Electronic Arts,"Action, Adventure",Mirror's Edge™,17410.0,DICE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88518,Hidden Path Entertainment,"Indie, Strategy",Defense Grid: The Awakening,18500.0,Hidden Path Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008
88519,Warner Bros. Interactive Entertainment,Action,F.E.A.R. 2: Project Origin,16450.0,Monolith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88520,Oxeye Game Studio,"Strategy, Indie",Harvest: Massive Encounter,15400.0,Oxeye Game Studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008
88521,Inventive Dingo,"Indie, Strategy",Mayhem Intergalactic,18600.0,Inventive Dingo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2007
88522,Meridian4,"Action, Indie",Larva Mortus,11340.0,Meridian4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88523,Paradox Interactive,Strategy,Knights of Honor,25830.0,Black Sea Studios Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
88524,Assemble Entertainment,"Action, Adventure, Strategy",Ceville,23460.0,Realmforge Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88525,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,Empire: Total War™ - Special Forces Units &amp; Bonus Content,10600.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88526,Warner Bros. Interactive Entertainment,Action,Watchmen: The End is Nigh,21010.0,Deadline Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88527,Frictional Games,"Action, Adventure, Indie",Penumbra Overture,22180.0,Frictional Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007
88528,"Epic Games, Inc.",Action,Unreal Tournament 3 Black,13210.0,"Epic Games, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88529,DTP Entertainment,RPG,Drakensang,12640.0,Radon Labs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88531,Tale of Tales,"Indie, Simulation",The Graveyard,27020.0,Tale of Tales,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2008
88532,Electronic Arts,Racing,Burnout Paradise: The Ultimate Box,24740.0,Criterion Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88534,Twisted Pixel Games,"Action, Indie",The Maw,26000.0,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88535,Twisted Pixel Games,"Action, Indie",The Maw: River Redirect,26006.0,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88536,Twisted Pixel Games,"Action, Indie",The Maw: Brute Force,26005.0,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88537,Meridian4,"Casual, Indie",Obulis,11330.0,IonFX,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88538,Llamasoft LTD,Indie,Space Giraffe,27800.0,Llamasoft LTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88539,THQ Nordic,"Simulation, Strategy",Codename: Panzers - Cold War,9850.0,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
88540,"PopCap Games, Inc.",Casual,Escape Rosecliff Island,3600.0,SpinTop Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88541,NCsoft,"RPG, Massively Multiplayer",Guild Wars Nightfall®,29580.0,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
88542,NCsoft,"RPG, Massively Multiplayer",Guild Wars® Game of the Year Edition,29540.0,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2005
88543,NCsoft,"RPG, Massively Multiplayer",Guild Wars Factions®,29560.0,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
88544,NCsoft,"Massively Multiplayer, RPG",Guild Wars Trilogy,29570.0,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2008
88545,Strategy First,Casual,Puzzle Kingdoms,23700.0,Infinite Interactive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88546,MumboJumbo,Casual,Samantha Swift and the Golden Touch,16060.0,MumboJumbo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88547,Topware Interactive,RPG,Two Worlds Epic Edition,1930.0,Reality Pump Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88548,"Black Forest Games, THQ Nordic",Strategy,Helldorado,18470.0,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88549,Topware Interactive,"Action, Adventure, RPG",X-Blades,7510.0,Gaijin Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88550,ACE Team,"Action, Indie",Zeno Clash,22200.0,ACE Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88551,Twisted Pixel Games,Indie,The Maw: Speeder Lane,26007.0,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88552,1C Company,"RPG, Strategy",King's Bounty: The Legend,25900.0,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008
88553,Last Day of Work,"Casual, Simulation",Virtual Families,16200.0,Last Day of Work,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88554,1C Company,Racing,Death Track®: Resurrection,7840.0,Sky Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88555,2K Games,"RPG, Strategy",Freedom Force vs. the Third Reich,8890.0,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005
88556,2K Games,"RPG, Strategy",Freedom Force,8880.0,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2002
88557,SaintXi,"Indie, Simulation, Strategy",Light of Altair,34500.0,SaintXi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
88558,Darklight Games,"Action, Simulation",Darkest Hour: Europe '44-'45,1280.0,Darklight Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88559,Activision,"Action, Adventure",Prototype™,10150.0,Radical Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88560,Erik Svedäng,"Adventure, Indie",Blueberry Garden,29160.0,Erik Svedäng,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
88561,Strategy First,Strategy,Port Royale 2,12470.0,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004
88563,Bethesda Softworks,RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330.0,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
88564,Bethesda Softworks,RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,22320.0,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
88566,Strategy First,Adventure,Ankh 2: Heart of Osiris,12440.0,Deck 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88567,"NovaLogic, THQ Nordic",Simulation,Armored Fist 3,32710.0,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999
88568,"NovaLogic, THQ Nordic",Simulation,MiG-29 Fulcrum,32740.0,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998
88569,Strategy First,Strategy,BC Kings,12460.0,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88570,Ubisoft,Action,Call of Juarez®: Bound in Blood,21980.0,Techland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88571,HeR Interactive,Adventure,Nancy Drew®: Legend of the Crystal Skull,31860.0,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88572,HeR Interactive,Adventure,Nancy Drew®: The Creature of Kapu Cave,31900.0,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88573,HeR Interactive,Adventure,Nancy Drew®: The Phantom of Venice,31920.0,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88574,HeR Interactive,Adventure,Nancy Drew®: The White Wolf of Icicle Creek,31930.0,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88575,Digital Eel,"Casual, Indie",BRAINPIPE: A Plunge to Unhumanity,35800.0,Digital Eel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
88577,Telltale Games,Adventure,Tales of Monkey Island Complete Pack,31170.0,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88578,Capcom,Action,Street Fighter® IV,21660.0,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88579,LucasArts,"Action, Adventure, Racing, Simulation, Strategy",Thrillville®: Off the Rails™,6080.0,Frontier,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2007
88580,"LucasArts, Lucasfilm, Disney Interactive",Adventure,Indiana Jones® and the Fate of Atlantis™,6010.0,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
88581,"LucasArts, Lucasfilm, Disney Interactive",Action,Armed and Dangerous®,6090.0,Planet Moon Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
88582,"Lucasfilm, LucasArts, Disney Interactive",Action,"Star Wars: Battlefront 2 (Classic, 2005)",6060.0,Pandemic Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88583,"LucasArts, Lucasfilm, Disney Interactive",Adventure,Indiana Jones® and the Last Crusade™,32310.0,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
88584,"LucasArts, Lucasfilm, Disney Interactive","Action, Adventure",LEGO® Indiana Jones™: The Original Adventures,32330.0,Traveller's Tales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88585,"LucasArts, Lucasfilm, Disney Interactive",Adventure,The Secret of Monkey Island: Special Edition,32360.0,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88586,Game Factory Interactive,Strategy,Warfare,35300.0,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
88587,Game Factory Interactive,"Action, Racing",Clutch,35310.0,Targem Games,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88588,HeR Interactive,Adventure,Nancy Drew®: Ransom of the Seven Ships,31980.0,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88590,Activision,Sports,3D Ultra™ Minigolf Adventures,10140.0,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
88591,Activision,Adventure,King's Quest™ Collection,10100.0,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88592,Activision,Action,TimeShift™,10130.0,Saber Interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88593,Activision,Adventure,Space Quest™ Collection,10110.0,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
88594,Tripwire Interactive,Action,Killing Floor Outbreak Character Pack,1256.0,Tripwire Interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88595,Activision,"Action, Casual",Aces of the Galaxy™,10120.0,Artech Studios,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88596,Kalypso Media Digital,"Simulation, Strategy",Tropico Reloaded,33520.0,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
88597,"PopCap Games, Inc.",Casual,Mystery P.I. - Lost in Los Angeles,3610.0,SpinTop Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88598,Capcom,Action,Bionic Commando: Rearmed,21680.0,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
88599,Capcom,"Action, Adventure",Bionic Commando,21670.0,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88600,Warner Bros. Interactive Entertainment,Action,Watchmen: The End is Nigh Part 2,21030.0,Deadline Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88601,Sakari Indie,"Action, Indie",Foreign Legion: Buckets of Blood,36000.0,Sakari Indie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88602,"LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm","Adventure, RPG",STAR WARS™ - Knights of the Old Republic™,32370.0,"BioWare,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003
88603,Hemisphere Games,"Indie, Casual",Osmos,29180.0,Hemisphere Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88604,Bethesda Softworks,RPG,Fallout 2: A Post Nuclear Role Playing Game,38410.0,Black Isle Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
88605,Bethesda Softworks,Strategy,Fallout Tactics: Brotherhood of Steel,38420.0,14° East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
88606,Interplay Inc.,Action,Kingpin — Life of Crime,38430.0,Xatrix Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
88609,Telltale Games,Adventure,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180.0,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88610,iWin,Casual,Jewel Quest Pack,37960.0,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88611,iWin,Casual,Mahjong Quest Collection,38000.0,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88612,Size Five Games,"Adventure, Indie","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400.0,Size Five Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88613,Ubisoft,Action,Tom Clancy's Splinter Cell Chaos Theory®,13570.0,Ubisoft Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
88615,1C Company,Strategy,XIII Century – Gold Edition,34420.0,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88616,THQ Nordic,Simulation,World of Zoo,43100.0,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88618,Square Enix,"Action, Adventure",Mini Ninjas,35000.0,IO Interactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88621,"Vectorpark, Inc.","Adventure, Casual, Indie",Windosill,37600.0,"Vectorpark, Inc.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88622,Dovetail Games - Trains,Simulation,Train Simulator: Colton &amp; Northern Route Add-On,24029.0,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88623,MumboJumbo,"Adventure, Casual",Midnight Mysteries,32140.0,MumboJumbo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88624,Telltale Games,Adventure,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190.0,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88625,"NovaLogic, THQ Nordic",Action,Joint Operations: Combined Arms Gold,32770.0,NovaLogic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88626,Dovetail Games - Trains,Simulation,Train Simulator: US Loco &amp; Asset Pack,208306.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88627,PlayFirst,Simulation,DinerTown Tycoon,37300.0,PlayFirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88628,Dovetail Games - Trains,Simulation,Train Simulator: European Loco &amp; Asset Pack,208300.0,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
88629,Deep Silver,RPG,Risen,40300.0,Piranha Bytes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88630,Square Enix,Casual,Flora's Fruit Farm,35070.0,Honeyslug,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88631,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Strategy,Empire: Total War™ - The Warpath Campaign,10606.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88632,Amanita Design,"Adventure, Indie",Machinarium,40700.0,Amanita Design,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88633,Electronic Arts,Action,Medal of Honor: Airborne,24840.0,EA Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
88634,Electronic Arts,Racing,Need for Speed: Shift,24870.0,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
88635,Runic Games,RPG,Torchlight,41500.0,Runic Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88636,Electronic Arts,Strategy,Command &amp; Conquer: Red Alert 3 - Uprising,24800.0,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88637,FireFly Studios,Strategy,The Stronghold Collection,901735.0,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88638,Nitro Games,Strategy,East India Company: Privateer,42800.0,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88639,THQ Nordic,Action,Painkiller: Resurrection,39560.0,Homegrown Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88640,THQ Nordic,"RPG, Strategy",SpellForce 2 - Anniversary Edition,39550.0,"Phenomic,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009
88641,Deep Silver,Adventure,Secret Files: Tunguska,40330.0,Animation Arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88642,Deep Silver,Strategy,Rush for Berlin Gold,40320.0,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88643,Telltale Games,Adventure,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200.0,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88644,"1C Company, 1C-SoftClub",Strategy,Men of War: Red Tide,3130.0,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88645,KranX Productions,"Action, Indie",Hammerfight,41100.0,Konstantin Koshutin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88646,THQ Nordic,"Action, RPG",SpellForce - Platinum Edition,39540.0,Phenomic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88647,Wargaming.net,Strategy,Massive Assault: Phantom Renaissance,34640.0,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
88648,Matrix Games/GMX Media,Strategy,Massive Assault,34630.0,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
88650,Devolver Digital,"Action, Indie",Serious Sam HD: The First Encounter,41000.0,Croteam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88651,Deep Silver,Adventure,Secret Files 2: Puritas Cordis,40340.0,Animation Arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
88652,Electronic Arts,RPG,Dragon Age: Origins,17450.0,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
88653,Citeremis Inc.,"Action, RPG, Indie",Aztaka,37100.0,Citeremis Inc.,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
88654,Yullaby,"Indie, Casual",Magnetis,37500.0,Yullaby,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
88655,Paradox Interactive,Strategy,For The Glory: A Europa Universalis Game,42810.0,Crystal Empire Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
88656,"Activision, Aspyr (Mac)",Action,Call of Duty®: Modern Warfare® 2,10180.0,"Infinity Ward,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
